(6394.12, 9372, -773.875)
(6149.59, 9372, -773.875)
(5912.14, 9372, -773.875)
(5588.79, 9372, -773.875)
(5321.65, 9372, -773.875)
(5025.92, 9372, -773.875)
(4749.96, 9372, -773.875)
(4426.18, 9372, -773.875)
(4109.3, 9372, -773.875)
(3673.18, 9372, -773.875)
(3409.58, 9372, -773.875)
(3129.06, 9372, -773.875)
(2928.15, 9372, -773.875)
(2671.15, 9372, -773.875)
(6241.14, 9372, -773.875)
(5598.87, 9372, -773.875)
(4956.88, 9372, -773.875)
(4298.24, 9372, -773.875)
(3854.19, 9372, -773.875)
(3370.22, 9372, -773.875)
(3008.96, 9372, -773.875)
(2784.1, 9372, -773.875)
